chr	pos	N_20-N4	N_5-N1	N_5-N2	N_20-N2	N_5-N3	N_20-N1	N_OC-N5	N_OC-N1	N_OC-N2	N_OC-N4	S_20-S1	S_20-S3	S_20-S4	S_5-S3	S_5-S4	S_5-S2	S_20-S2	S_5-S1	S_OC-S1	S_OC-S2	S_OC-S3	S_OC-S5
KN811549.1	771238	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811549.1	775307	0.12	0.00	0.00	0.15	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811549.1	775325	0.03	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00
KN811549.1	775339	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811549.1	775342	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811549.1	775542	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811550.1	6189	0.81	0.68	0.89	0.73	0.90	0.87	0.29	0.71	0.58	0.92	0.70	0.81	0.68	0.69	0.86	0.41	0.88	0.89	0.88	0.65	0.53	0.85
KN811550.1	116397	0.00	0.00	0.05	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.07	0.16	0.00	0.00	0.00	0.00	0.00	0.00
KN811550.1	161334	0.09	0.00	0.12	0.00	0.08	0.00	0.02	0.00	0.00	0.00	0.14	0.00	0.00	0.19	0.00	0.00	0.44	0.08	0.12	0.00	0.00	0.00
KN811550.1	292057	0.13	0.02	0.01	0.03	0.02	0.08	0.06	0.04	0.01	0.04	0.00	0.08	0.03	0.03	0.02	0.05	0.05	0.67	0.17	0.09	0.33	0.53
KN811550.1	340687	0.69	0.84	0.84	0.89	0.95	0.99	0.17	0.71	0.29	0.97	0.92	0.83	0.77	0.71	0.93	0.99	0.69	0.97	0.85	0.94	0.86	0.69
KN811550.1	340704	0.84	0.65	0.63	0.63	0.80	1.00	0.71	0.80	0.78	0.97	0.86	0.82	0.79	0.74	0.92	0.82	0.79	0.97	0.87	0.94	0.92	0.69
KN811550.1	340734	0.81	0.48	0.64	0.67	0.70	0.33	0.67	0.99	0.82	0.91	0.69	0.72	0.58	0.76	0.80	0.67	0.47	0.79	0.89	0.87	0.73	0.77
KN811550.1	474188	0.09	0.00	0.00	0.17	0.05	0.00	0.00	0.00	0.04	0.16	0.00	0.00	0.08	0.07	0.08	0.00	0.46	0.01	0.00	0.12	0.24	0.08
KN811550.1	815050	0.56	0.90	0.92	0.50	0.67	0.95	0.99	0.84	0.76	1.00	0.86	0.87	0.77	0.83	0.93	1.00	0.08	1.00	0.68	1.00	0.67	0.76
KN811550.1	894029	0.09	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811550.1	894069	0.00	0.00	0.00	0.06	0.06	0.00	0.00	0.07	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00
KN811551.1	65794	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.47	0.00	0.01
KN811551.1	65836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811551.1	65839	0.00	0.00	0.00	0.00	0.14	0.99	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811551.1	65844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811551.1	65847	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811551.1	65857	0.00	0.01	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.12	0.00	0.00	0.00	0.00	0.00	1.00	0.08	0.00	0.00	0.00
KN811551.1	272645	0.02	0.03	0.06	0.00	0.06	0.00	0.14	0.00	0.02	0.07	0.17	0.08	0.00	0.02	0.03	0.05	0.00	0.06	0.01	0.00	0.00	0.00
KN811551.1	272650	0.21	0.38	0.00	0.07	0.03	0.00	0.14	0.04	0.01	0.06	0.03	0.05	0.00	0.00	0.02	0.17	0.00	0.00	0.03	0.00	0.00	0.00
KN811551.1	291632	0.80	0.87	0.90	0.81	0.77	0.93	0.83	0.87	0.65	0.81	0.83	0.84	0.81	0.92	0.95	0.92	0.49	0.83	0.85	0.83	0.73	1.00
KN811551.1	291651	0.81	0.82	0.87	0.80	0.88	0.77	0.86	0.74	0.84	0.84	0.83	0.77	0.86	0.90	0.83	0.89	0.82	0.84	0.78	0.79	0.84	0.99
KN811551.1	291675	0.46	0.60	0.37	0.29	0.52	0.41	0.44	0.55	0.38	0.38	0.66	0.46	0.61	0.38	0.61	0.66	0.70	0.54	0.66	0.53	0.33	0.97
KN811551.1	453389	0.88	0.82	0.90	0.51	0.93	0.93	0.77	0.84	0.88	0.97	0.92	0.75	0.73	0.96	0.94	0.71	1.00	1.00	0.83	0.85	0.82	0.00
KN811551.1	566472	0.17	0.51	0.02	0.05	0.01	0.00	0.05	0.28	0.02	0.03	0.02	0.05	0.03	0.03	0.21	0.02	0.03	0.01	0.01	0.04	0.10	0.00
KN811551.1	660061	0.25	0.48	0.36	0.45	0.71	0.84	0.45	0.42	0.35	0.40	0.43	0.29	0.40	0.14	0.62	0.69	0.86	0.32	0.57	0.20	0.46	0.90
KN811551.1	776170	0.14	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811551.1	776251	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00
KN811551.1	776254	0.00	0.00	0.01	0.14	0.00	0.00	0.18	0.00	0.08	0.00	0.01	0.00	0.00	0.00	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811551.1	776298	0.05	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.01	0.00	0.01	0.00	0.16	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811551.1	876555	0.27	0.62	0.51	0.34	0.18	0.02	0.00	0.14	0.60	0.75	0.82	0.47	0.39	0.18	0.44	0.41	0.00	0.03	0.44	0.51	0.57	0.00
KN811551.1	876564	0.28	0.78	0.46	0.30	0.22	0.02	0.01	0.59	0.42	0.75	0.74	0.48	0.44	0.22	0.50	0.68	0.00	0.04	0.52	0.07	0.71	0.79
KN811551.1	876578	0.27	0.77	0.59	0.33	0.13	0.02	0.21	0.36	0.61	0.64	0.73	0.60	0.57	0.28	0.60	0.53	0.00	0.04	0.51	0.14	0.72	0.79
KN811551.1	876587	0.27	0.78	0.53	0.33	0.37	0.02	0.02	0.11	0.39	0.62	0.74	0.45	0.59	0.33	0.51	0.53	0.00	0.04	0.52	0.01	0.71	0.00
KN811551.1	954463	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.55	0.00	0.09	0.09	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811551.1	965691	0.59	0.70	0.36	0.23	0.25	0.31	0.33	0.32	0.66	0.70	0.49	0.52	0.65	0.56	0.58	0.24	0.05	0.64	0.57	0.50	0.88	0.02
KN811551.1	965703	0.52	0.58	0.38	0.28	0.36	0.17	0.35	0.36	0.72	0.71	0.51	0.48	0.63	0.63	0.59	0.23	0.06	0.89	0.43	0.50	0.65	0.01
KN811552.1	149458	0.11	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.23	0.00	0.27	0.00	0.22	0.15	0.07	0.00	0.00	0.28	0.00	0.00	0.00
KN811552.1	149506	0.23	0.00	0.40	0.24	0.18	0.00	0.36	0.31	0.00	0.38	0.52	0.00	0.00	0.47	0.17	0.27	1.00	0.00	0.00	0.00	0.01	0.00
KN811552.1	170884	0.00	0.00	0.00	0.24	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.12	0.00
KN811552.1	170918	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.23	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	173350	0.00	0.27	0.00	0.00	0.11	0.01	0.00	0.00	0.01	0.00	0.00	0.17	0.14	0.00	0.00	0.00	0.95	0.08	0.01	0.54	0.04	0.00
KN811552.1	173364	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	173373	0.80	0.36	0.00	0.00	0.25	0.00	0.04	0.51	0.16	0.45	0.66	0.28	0.00	0.69	0.01	0.00	0.00	1.00	0.00	0.00	0.70	0.00
KN811552.1	173388	0.62	0.00	0.48	0.70	0.21	0.00	0.04	0.49	0.16	0.45	0.00	0.35	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.00
KN811552.1	173420	0.25	0.00	0.06	0.14	0.12	0.00	0.41	0.16	0.15	0.41	0.00	0.19	0.19	0.10	0.00	0.14	0.00	0.32	0.00	0.00	0.19	0.00
KN811552.1	173421	0.42	0.36	0.30	0.00	0.00	0.00	0.00	0.26	0.84	1.00	0.00	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811552.1	173441	0.42	0.00	0.29	0.70	0.22	0.00	0.19	0.26	0.58	0.00	0.48	0.00	0.00	0.48	0.00	0.00	0.00	0.00	0.00	0.00	0.60	0.01
KN811552.1	267235	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	267242	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	267254	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811552.1	267310	0.00	0.00	0.00	0.00	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.00
KN811552.1	267318	0.00	0.00	0.00	0.00	0.00	0.00	0.34	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	267320	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	267331	0.25	0.00	0.01	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811552.1	275655	0.08	0.18	0.02	0.18	0.64	0.10	0.06	0.15	0.00	0.06	0.16	0.07	0.11	0.15	0.20	0.10	0.00	0.10	0.25	0.27	0.00	0.00
KN811552.1	803699	0.00	0.16	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.00	0.00	0.00	0.14	0.00	0.09	0.00
KN811552.1	987838	0.07	0.12	0.08	0.01	0.11	0.06	0.04	0.07	0.06	0.19	0.09	0.11	0.07	0.11	0.11	0.13	0.00	0.01	0.09	0.13	0.12	0.00
KN811552.1	988299	0.02	0.02	0.10	0.03	0.04	0.00	0.03	0.03	0.05	0.07	0.02	0.01	0.02	0.06	0.05	0.01	0.00	0.01	0.04	0.00	0.07	0.00
KN811552.1	988303	0.01	0.02	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.01	0.01	0.01	0.08	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811553.1	36584	0.65	0.81	0.29	0.38	0.81	0.91	0.46	0.97	0.82	0.11	0.58	0.70	0.81	0.62	0.74	0.05	0.95	0.03	0.27	0.66	0.37	0.06
KN811553.1	36600	0.71	0.78	0.86	0.65	0.90	0.99	0.48	0.72	0.97	0.88	0.89	0.83	0.87	0.79	0.83	1.00	1.00	0.98	0.96	1.00	0.81	0.13
KN811553.1	36622	0.94	0.82	0.97	0.86	0.99	0.99	0.48	0.97	0.95	0.99	0.83	0.98	0.87	0.99	0.91	0.15	0.98	0.98	0.96	0.97	0.89	0.17
KN811553.1	271327	0.00	0.01	0.03	0.02	0.19	0.00	0.01	0.06	0.05	0.18	0.04	0.08	0.00	0.07	0.04	0.01	0.03	0.01	0.10	0.05	0.10	0.00
KN811553.1	271344	0.03	0.14	0.07	0.04	0.00	0.01	0.11	0.00	0.00	0.00	0.28	0.12	0.05	0.07	0.03	0.12	0.00	0.00	0.06	0.01	0.06	0.01
KN811553.1	447880	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	1.00	0.00	0.00	0.36	0.00	0.00
KN811553.1	447895	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811553.1	447916	0.07	0.17	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.02	0.01
KN811553.1	447968	0.13	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811553.1	447990	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	94996	0.70	0.74	0.75	1.00	0.95	0.97	1.00	0.69	0.80	0.94	0.73	0.97	0.84	0.60	0.65	0.78	1.00	1.00	0.92	0.49	0.88	0.34
KN811554.1	95024	0.89	0.99	0.80	0.60	0.77	1.00	0.98	0.94	0.65	1.00	0.83	0.67	0.97	0.99	0.98	1.00	1.00	1.00	0.73	1.00	0.89	1.00
KN811554.1	95025	0.89	0.84	0.95	1.00	0.98	0.98	1.00	0.92	0.86	0.97	0.95	0.88	0.93	0.78	0.95	0.67	1.00	0.79	0.92	0.88	0.90	0.52
KN811554.1	95040	0.75	0.97	0.97	0.91	1.00	1.00	1.00	0.99	0.96	0.98	0.95	0.76	0.61	0.89	0.90	0.21	1.00	1.00	0.55	0.95	0.96	1.00
KN811554.1	95041	0.84	0.82	0.84	1.00	0.68	0.97	0.88	0.84	0.71	0.92	0.83	0.75	0.92	0.62	0.76	0.75	1.00	0.40	0.68	0.68	0.81	0.51
KN811554.1	600014	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00	0.01	0.14	0.00	0.01	0.06	0.00	0.00	0.00	0.00	0.01	0.00
KN811554.1	600032	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	600135	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.00
KN811554.1	600136	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	600165	0.00	0.03	0.16	0.00	0.00	0.00	0.00	0.00	0.35	0.00	0.08	0.00	0.10	0.00	0.00	0.12	0.00	0.00	0.01	0.11	0.07	0.00
KN811554.1	818161	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	818174	0.00	0.96	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.12	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN811554.1	934169	0.09	0.17	0.09	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.09	0.12	0.13	0.00	0.00	0.01	0.44	0.07	0.00
KN811554.1	934173	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	934178	0.00	0.00	0.11	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	934181	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811554.1	934219	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00	0.00	0.00
KN811555.1	17309	0.00	0.03	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811555.1	19888	0.00	0.55	0.33	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.01	0.00	0.05	0.00
KN811555.1	96776	0.53	0.36	0.49	0.26	0.43	0.89	0.31	0.58	0.17	0.35	0.38	0.72	0.49	0.25	0.60	0.48	1.00	0.20	0.40	0.43	0.67	0.02
KN811555.1	274471	0.26	0.00	0.00	0.05	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.37	0.34	0.02	0.00
KN811555.1	274527	0.17	0.00	0.00	0.00	0.00	0.00	0.15	0.00	0.25	0.24	0.00	0.00	0.01	0.01	0.00	0.00	0.00	0.00	0.18	0.46	0.02	0.00
KN811555.1	274626	0.08	0.00	0.00	0.15	0.17	0.00	0.43	0.00	0.26	0.00	0.11	0.00	0.18	0.01	0.10	0.23	0.00	0.00	0.07	0.00	0.01	0.00
KN811555.1	274637	0.00	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.25	0.18	0.11	0.00	0.40	0.01	0.10	0.00	0.00	0.00	0.07	0.00	0.00	0.00
KN811555.1	318508	0.03	0.15	0.07	0.02	0.11	0.00	0.10	0.20	0.03	0.02	0.02	0.09	0.10	0.12	0.07	0.05	0.03	0.02	0.26	0.10	0.08	0.00
KN811555.1	318541	0.00	0.05	0.07	0.00	0.02	0.00	0.05	0.00	0.00	0.04	0.01	0.02	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811555.1	589578	0.07	0.44	0.28	0.12	0.13	0.00	0.17	0.04	0.35	0.53	0.24	0.25	0.37	0.08	0.21	0.34	0.39	0.63	0.22	0.05	0.31	0.00
KN811555.1	928901	0.94	0.76	0.89	0.30	0.95	0.60	0.96	0.57	0.74	0.80	0.77	0.82	0.74	0.86	0.87	0.92	0.57	0.88	0.75	0.88	0.79	0.72
KN811556.1	61809	0.00	0.00	0.00	0.00	0.13	0.00	0.14	0.00	0.00	0.25	0.00	0.15	0.00	0.14	0.00	0.07	0.00	0.00	0.10	0.00	0.00	0.57
KN811556.1	105178	0.24	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.42	0.00	0.22	0.00	0.02	0.21	0.00	0.00	0.00	0.15	0.00	0.00	0.00
KN811556.1	105181	0.00	0.00	0.15	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	105207	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	105213	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.03	0.00	0.00
KN811556.1	176727	0.00	0.00	0.00	0.08	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	176745	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.08	0.00	0.00	0.04	0.00	0.00	0.00
KN811556.1	176747	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	176749	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811556.1	176824	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	176826	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	176845	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	176847	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.06	0.01	0.00	0.01	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811556.1	227351	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811556.1	227364	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	227368	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	613470	0.84	0.67	0.62	0.29	0.81	0.09	0.44	0.63	0.49	0.29	0.58	0.38	0.65	0.94	0.63	0.63	0.04	1.00	0.81	0.92	0.74	1.00
KN811556.1	613484	0.98	0.84	0.95	1.00	0.77	0.09	0.99	0.99	0.82	0.97	0.89	0.99	0.91	0.90	0.99	0.87	1.00	1.00	0.99	1.00	0.94	1.00
KN811556.1	613494	0.77	0.55	0.62	0.44	0.64	0.09	0.59	0.69	0.46	0.19	0.67	0.51	0.74	0.89	0.47	0.56	0.85	0.72	0.57	0.92	0.61	1.00
KN811556.1	613502	0.97	0.98	0.94	1.00	0.98	0.09	0.59	0.99	0.86	0.95	0.92	0.98	0.93	0.99	0.98	0.87	0.15	1.00	0.96	1.00	0.99	1.00
KN811556.1	633813	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.14	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	633822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.14	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.30	0.00	0.00
KN811556.1	633824	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.15	0.01	0.00	0.00	0.00	0.00	0.30	0.00	0.00
KN811556.1	633827	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	633832	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	633836	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	633841	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.41	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811556.1	714570	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.09	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	714576	0.00	0.09	0.00	0.00	0.03	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.03	0.00
KN811556.1	714581	0.09	0.08	0.23	0.00	0.00	0.00	0.00	0.04	0.13	0.04	0.00	0.10	0.00	0.01	0.00	0.10	0.00	0.00	0.29	0.00	0.05	0.00
KN811556.1	714813	0.00	0.27	0.01	0.23	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00	0.00	0.01	0.00	0.01	0.00
KN811556.1	714831	0.00	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811556.1	714844	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	715023	0.00	0.00	0.00	0.00	0.20	0.00	0.01	0.13	0.01	0.00	0.01	0.16	0.12	0.06	0.13	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811556.1	779932	0.00	0.00	0.00	0.00	0.00	0.00	0.21	0.28	0.00	0.02	0.00	0.52	0.19	0.00	0.04	0.26	0.09	0.00	0.00	0.62	0.21	0.11
KN811557.1	187326	0.00	0.00	0.06	0.07	0.00	0.02	0.07	0.29	0.00	0.00	0.00	0.00	0.00	0.05	0.00	0.00	0.00	0.03	0.08	0.00	0.00	0.00
KN811557.1	210905	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811557.1	210911	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
