chr	pos	20_20-N4	20_20-N2	20_20-N1	OC_OC-N5	OC_OC-N1	OC_OC-N2	OC_OC-N4
KN811445.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811445.1:1:1387484:1 REF	161899	0.48	0.88	0.33	0.51	0.25	0.46	0.32
KN811445.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811445.1:1:1387484:1 REF	162262	0.48	0.85	0.33	0.51	0.25	0.46	0.31
KN811445.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811445.1:1:1387484:1 REF	1144581	0.49	0.52	0.73	0.50	0.54	0.82	0.61
KN811446.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811446.1:1:1487223:1 REF	21772	0.38	0.89	0.56	0.82	0.54	0.57	0.43
KN811446.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811446.1:1:1487223:1 REF	1165366	0.53	0.30	0.51	0.72	0.74	0.82	0.78
KN811446.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811446.1:1:1487223:1 REF	1165376	0.91	0.20	0.72	0.76	0.76	0.86	0.77
KN811447.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811447.1:1:4424291:1 REF	825383	0.95	0.23	1.00	1.00	1.00	1.00	1.00
KN811447.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811447.1:1:4424291:1 REF	2740310	0.93	0.99	1.00	0.99	1.00	1.00	1.00
KN811447.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811447.1:1:4424291:1 REF	3502528	0.48	0.54	0.72	0.53	0.50	0.65	0.60
KN811447.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811447.1:1:4424291:1 REF	4263368	0.81	1.00	0.99	0.91	0.80	0.95	0.58
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758959	0.63	0.93	1.00	0.67	0.94	0.92	0.94
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758966	0.52	0.86	1.00	0.90	0.91	0.92	0.75
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758979	0.67	0.79	1.00	0.81	1.00	1.00	0.69
KN811448.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811448.1:1:4349205:1 REF	1758998	0.62	0.56	1.00	0.90	0.97	0.85	0.94
KN811449.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811449.1:1:1417739:1 REF	471514	0.97	0.12	0.57	0.38	0.56	0.59	0.44
KN811449.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811449.1:1:1417739:1 REF	914762	0.18	0.14	0.15	0.26	0.14	0.12	0.15
KN811450.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811450.1:1:1556078:1 REF	1335148	0.70	0.98	0.94	0.44	0.95	0.88	0.97
KN811450.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811450.1:1:1556078:1 REF	1517515	0.43	0.47	0.80	0.27	0.63	0.51	0.51
KN811453.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811453.1:1:1419140:1 REF	404386	0.82	0.31	0.73	0.46	0.42	0.71	0.48
KN811453.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811453.1:1:1419140:1 REF	404389	0.82	0.36	0.80	0.45	0.68	0.93	0.55
KN811453.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811453.1:1:1419140:1 REF	404393	0.74	0.27	0.60	0.45	0.59	0.86	0.60
KN811454.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811454.1:1:1505902:1 REF	333202	0.83	0.20	0.61	0.30	0.35	0.66	0.87
KN811454.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811454.1:1:1505902:1 REF	333232	0.94	0.73	0.44	0.65	0.73	0.27	0.92
KN811454.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811454.1:1:1505902:1 REF	488576	0.92	0.18	0.14	0.23	0.14	0.38	0.86
KN811454.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811454.1:1:1505902:1 REF	502347	1.00	0.86	1.00	0.97	0.10	0.96	1.00
KN811456.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811456.1:1:1419086:1 REF	194084	0.79	1.00	0.97	0.81	0.80	0.95	0.58
KN811457.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811457.1:1:1329105:1 REF	613873	1.00	1.00	1.00	0.90	0.96	1.00	0.92
KN811457.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811457.1:1:1329105:1 REF	613878	0.87	0.92	0.87	0.82	0.93	0.93	0.75
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36515	0.90	0.70	0.89	0.53	0.93	0.82	0.84
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36522	0.93	0.90	1.00	0.43	0.93	0.94	0.99
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36545	0.94	0.64	0.60	0.73	0.63	0.79	0.88
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36557	0.91	0.86	0.93	0.73	0.82	0.89	0.72
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36564	0.88	0.95	0.92	0.53	0.97	0.89	0.98
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36572	0.96	0.90	0.89	0.50	0.81	0.92	0.92
KN811458.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811458.1:1:1353515:1 REF	36580	0.92	0.75	0.95	0.44	0.84	0.94	0.91
KN811459.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811459.1:1:1409091:1 REF	407724	0.57	0.83	1.00	1.00	0.98	0.90	0.98
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	741020	0.69	0.99	1.00	0.96	0.49	0.97	0.96
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	741027	0.97	0.99	1.00	0.96	1.00	1.00	1.00
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	741029	0.86	0.99	1.00	0.96	0.97	0.98	1.00
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	741056	0.91	0.97	1.00	0.96	0.98	0.98	1.00
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	1201752	0.96	1.00	1.00	1.00	0.97	1.00	0.92
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	1211027	0.42	0.25	1.00	0.37	1.00	0.78	0.97
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	1211040	0.38	0.55	0.68	0.50	1.00	0.53	0.76
KN811461.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811461.1:1:1419781:1 REF	1270109	0.57	0.83	1.00	1.00	0.98	0.90	0.98
KN811463.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811463.1:1:1334877:1 REF	353592	0.63	0.12	0.48	0.43	0.77	0.70	0.66
KN811464.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811464.1:1:1333856:1 REF	893531	0.96	1.00	1.00	0.89	1.00	0.84	1.00
KN811464.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811464.1:1:1333856:1 REF	893548	0.96	0.96	1.00	0.80	0.90	0.97	0.93
KN811464.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811464.1:1:1333856:1 REF	1179062	0.19	0.61	0.45	0.62	0.72	0.70	0.78
KN811466.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811466.1:1:1298450:1 REF	1204051	0.88	0.68	0.14	0.30	0.84	0.48	0.29
KN811467.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811467.1:1:1495621:1 REF	1035413	0.95	0.71	0.68	0.70	0.90	0.80	0.80
KN811468.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811468.1:1:1275134:1 REF	600997	0.62	0.83	0.83	0.68	0.52	0.81	0.77
KN811468.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811468.1:1:1275134:1 REF	601010	0.84	0.89	0.75	0.84	0.83	0.90	0.94
KN811468.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811468.1:1:1275134:1 REF	601013	0.90	0.89	0.92	0.95	0.89	0.93	0.94
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	757744	0.62	0.73	1.00	0.74	0.80	0.99	0.79
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	1151169	0.84	0.71	0.81	0.91	0.83	0.67	0.92
KN811469.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811469.1:1:1349956:1 REF	1151181	0.95	1.00	0.77	0.82	0.88	0.85	0.89
KN811470.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811470.1:1:1281839:1 REF	237140	0.75	0.78	1.00	1.00	0.99	0.98	0.98
KN811470.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811470.1:1:1281839:1 REF	561003	0.77	0.73	0.46	0.64	0.75	0.84	0.69
KN811470.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811470.1:1:1281839:1 REF	561631	0.97	0.64	0.91	0.89	0.90	0.87	1.00
KN811471.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811471.1:1:1381296:1 REF	850911	0.89	0.80	0.83	0.66	0.67	0.97	0.90
KN811471.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811471.1:1:1381296:1 REF	850941	0.71	0.50	0.21	0.11	0.41	0.35	0.73
KN811472.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811472.1:1:1381491:1 REF	85206	0.95	0.88	0.88	0.96	0.87	1.00	0.86
KN811472.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811472.1:1:1381491:1 REF	85214	0.92	0.81	0.75	0.97	0.87	0.97	0.85
KN811475.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811475.1:1:1278363:1 REF	474621	0.64	0.36	0.62	0.77	0.90	0.87	0.67
KN811475.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811475.1:1:1278363:1 REF	474623	0.81	0.50	0.74	0.78	0.93	0.93	0.73
KN811475.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811475.1:1:1278363:1 REF	513963	0.70	0.62	0.85	0.59	0.89	0.97	0.78
KN811476.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811476.1:1:1252252:1 REF	1125584	0.44	0.97	0.42	1.00	0.45	0.91	0.37
KN811476.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811476.1:1:1252252:1 REF	1125586	0.94	0.99	1.00	0.97	0.70	0.91	0.96
KN811476.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811476.1:1:1252252:1 REF	1125591	0.99	0.97	1.00	0.97	0.57	0.93	0.89
KN811478.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811478.1:1:1300797:1 REF	768562	0.49	0.15	0.53	0.32	0.27	0.33	0.61
KN811482.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811482.1:1:1241205:1 REF	1140584	0.88	0.80	0.94	1.00	0.87	0.73	0.69
KN811483.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811483.1:1:1226967:1 REF	51750	0.64	0.81	1.00	0.72	0.39	0.93	0.94
KN811483.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811483.1:1:1226967:1 REF	51757	0.54	0.81	1.00	0.84	0.36	0.93	0.75
KN811483.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811483.1:1:1226967:1 REF	51770	0.68	0.75	1.00	0.84	0.40	0.87	0.69
KN811483.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811483.1:1:1226967:1 REF	51789	0.59	0.62	1.00	0.84	0.56	0.81	0.79
KN811483.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811483.1:1:1226967:1 REF	696866	0.95	0.14	0.59	0.72	0.56	0.70	0.63
KN811485.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811485.1:1:1225691:1 REF	159597	1.00	1.00	1.00	1.00	1.00	1.00	1.00
KN811485.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811485.1:1:1225691:1 REF	542678	0.13	0.16	0.30	0.67	0.64	0.73	0.18
KN811486.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811486.1:1:1237155:1 REF	13055	0.74	0.85	0.72	0.53	0.78	0.74	0.80
KN811486.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811486.1:1:1237155:1 REF	13065	0.68	0.83	0.52	0.53	0.76	0.65	0.80
KN811486.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811486.1:1:1237155:1 REF	1076532	0.70	1.00	0.91	1.00	0.57	0.86	0.90
KN811487.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811487.1:1:1283759:1 REF	75233	0.63	0.42	0.24	0.65	0.54	0.49	0.61
KN811487.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811487.1:1:1283759:1 REF	75257	0.74	0.64	0.53	0.74	0.85	0.89	0.75
KN811487.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811487.1:1:1283759:1 REF	126464	0.84	0.64	0.92	0.62	0.67	0.73	0.72
KN811488.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811488.1:1:1159057:1 REF	156375	0.83	0.64	0.83	0.40	0.64	0.76	0.83
KN811489.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811489.1:1:1193262:1 REF	712346	0.33	1.00	1.00	1.00	0.96	0.23	0.85
KN811489.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811489.1:1:1193262:1 REF	712374	0.74	1.00	1.00	0.50	0.96	0.78	0.96
KN811489.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811489.1:1:1193262:1 REF	767428	0.62	0.94	0.95	0.99	0.93	0.67	0.53
KN811489.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811489.1:1:1193262:1 REF	767468	0.98	0.94	0.95	1.00	0.95	1.00	0.71
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933735	0.66	0.80	0.60	0.52	0.50	0.53	0.81
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933758	0.71	0.69	1.00	0.35	0.48	0.56	0.71
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933843	0.66	0.80	0.60	0.52	0.50	0.53	0.81
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933854	0.71	0.75	0.82	0.56	0.45	0.55	0.79
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933866	0.71	0.69	1.00	0.70	0.48	0.56	0.71
KN811490.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811490.1:1:1224714:1 REF	933872	0.67	0.69	0.57	0.56	0.43	0.68	0.89
KN811492.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811492.1:1:1256825:1 REF	607265	0.93	0.31	0.53	0.67	0.62	0.38	0.97
KN811492.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811492.1:1:1256825:1 REF	607294	0.79	0.18	0.14	0.21	0.45	0.70	0.60
KN811492.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811492.1:1:1256825:1 REF	607295	0.62	0.12	0.63	0.55	0.55	0.71	0.53
KN811492.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811492.1:1:1256825:1 REF	1162546	0.88	1.00	1.00	1.00	1.00	1.00	1.00
KN811494.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811494.1:1:4449229:1 REF	1813992	0.75	0.91	1.00	1.00	0.99	0.96	0.98
KN811494.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811494.1:1:4449229:1 REF	3442319	0.75	0.83	1.00	1.00	0.99	0.90	0.98
KN811494.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811494.1:1:4449229:1 REF	3651190	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811494.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811494.1:1:4449229:1 REF	3815844	0.57	0.83	1.00	1.00	0.99	0.93	0.98
KN811496.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811496.1:1:1115779:1 REF	580007	0.27	0.29	0.21	0.29	0.20	0.41	0.11
KN811499.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811499.1:1:1224155:1 REF	685354	0.75	0.78	1.00	1.00	0.99	0.99	0.98
KN811499.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811499.1:1:1224155:1 REF	1106436	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811500.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811500.1:1:1187276:1 REF	938079	0.48	0.19	0.39	0.20	0.36	0.66	0.68
KN811500.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811500.1:1:1187276:1 REF	938091	0.42	0.27	0.26	0.30	0.42	0.72	0.56
KN811502.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811502.1:1:1107341:1 REF	18779	0.94	0.87	0.94	0.91	0.95	0.93	0.94
KN811502.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811502.1:1:1107341:1 REF	19247	0.89	0.64	0.47	0.56	0.48	0.21	0.95
KN811503.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811503.1:1:1341594:1 REF	433240	0.59	0.65	0.42	0.30	0.37	0.64	0.56
KN811503.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811503.1:1:1341594:1 REF	651357	0.50	0.67	0.78	0.40	0.69	0.74	0.61
KN811503.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811503.1:1:1341594:1 REF	653187	0.86	0.71	0.38	0.97	0.76	0.96	1.00
KN811504.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811504.1:1:1152483:1 REF	192260	0.93	0.97	0.73	0.82	1.00	1.00	0.87
KN811504.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811504.1:1:1152483:1 REF	1054988	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811505.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811505.1:1:1169760:1 REF	43013	0.78	0.58	0.92	0.74	0.65	0.33	0.79
KN811505.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811505.1:1:1169760:1 REF	556084	0.47	0.31	0.90	0.95	0.53	0.66	0.67
KN811508.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811508.1:1:1116509:1 REF	567667	0.85	0.85	0.70	0.14	1.00	0.84	0.48
KN811510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811510.1:1:1167338:1 REF	231873	0.50	1.00	0.18	0.33	0.32	0.74	0.88
KN811510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811510.1:1:1167338:1 REF	1060640	0.70	0.18	0.10	0.42	0.89	0.82	0.21
KN811510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811510.1:1:1167338:1 REF	1107999	0.87	0.74	0.93	1.00	0.90	0.87	0.86
KN811510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811510.1:1:1167338:1 REF	1108009	0.86	0.74	0.96	1.00	0.91	0.96	0.90
KN811510.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811510.1:1:1167338:1 REF	1108029	0.89	0.96	0.89	1.00	0.97	0.89	0.76
KN811513.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811513.1:1:1106704:1 REF	1086482	0.40	0.87	1.00	0.85	0.92	0.75	0.93
KN811513.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811513.1:1:1106704:1 REF	1086487	0.69	0.60	0.45	0.69	1.00	0.94	0.93
KN811513.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811513.1:1:1106704:1 REF	1086489	0.86	0.87	1.00	0.92	0.92	0.81	0.93
KN811514.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811514.1:1:1084111:1 REF	468978	0.98	0.50	1.00	0.26	0.78	0.60	0.80
KN811515.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811515.1:1:1138536:1 REF	328298	0.30	0.27	0.32	0.57	0.18	0.11	0.25
KN811516.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811516.1:1:1149913:1 REF	140139	0.89	0.63	0.88	0.82	0.37	0.90	0.50
KN811520.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811520.1:1:1135801:1 REF	123668	0.53	0.78	1.00	1.00	0.98	0.96	0.98
KN811522.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811522.1:1:1120707:1 REF	289211	0.25	0.17	0.20	0.29	0.15	0.33	0.30
KN811524.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811524.1:1:1204907:1 REF	621292	0.73	0.67	0.61	0.52	0.57	0.77	0.91
KN811524.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811524.1:1:1204907:1 REF	621322	0.90	0.87	0.50	0.65	0.65	0.33	0.94
KN811524.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811524.1:1:1204907:1 REF	714657	0.50	0.84	0.92	0.65	0.44	0.90	0.56
KN811524.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811524.1:1:1204907:1 REF	714662	0.53	0.63	0.75	0.18	0.45	1.00	0.94
KN811524.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811524.1:1:1204907:1 REF	714664	0.85	0.84	0.84	0.21	0.97	0.93	0.56
KN811524.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811524.1:1:1204907:1 REF	714730	0.94	0.44	1.00	0.12	0.41	0.91	0.58
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	226393	0.84	0.86	0.81	0.71	0.75	0.94	0.79
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734557	0.63	0.87	1.00	0.70	0.94	0.93	0.94
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734564	0.52	0.87	1.00	0.91	0.89	0.93	0.75
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734577	0.67	0.80	1.00	0.83	0.97	0.87	0.69
KN811525.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811525.1:1:1037662:1 REF	734596	0.62	0.67	1.00	0.91	0.97	0.87	0.94
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520560	0.96	1.00	1.00	0.72	0.61	1.00	0.94
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520571	0.96	0.92	1.00	0.73	0.63	0.90	0.86
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	520587	0.58	1.00	1.00	0.81	0.74	0.43	0.95
KN811526.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811526.1:1:1069047:1 REF	741904	0.62	1.00	0.75	0.92	0.81	0.92	0.45
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	871003	0.17	0.28	0.17	0.33	0.10	0.39	0.36
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	1084339	0.38	0.91	1.00	1.00	0.33	0.98	0.69
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	1127197	0.52	0.77	0.95	1.00	0.98	0.99	0.96
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	1127221	0.89	1.00	0.95	0.88	0.85	0.28	0.98
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	1173733	0.94	1.00	1.00	0.95	0.82	0.70	0.97
KN811528.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811528.1:1:1237953:1 REF	1173751	1.00	0.15	0.90	1.00	1.00	0.91	0.91
