chr	pos	NO_20-S1	NO_20-S3	NO_20-S4	NO_20-S2	OC_OC-S1	OC_OC-S2	OC_OC-S3	OC_OC-S5
KN811546.1	1076995	0.32	0.34	0.00	0.00	0.00	0.00	0.00	0.99
KN811546.1	1098329	0.37	0.40	0.43	0.00	0.41	0.61	0.81	0.72
KN811546.1	1146090	0.85	0.91	0.90	1.00	0.86	0.76	0.96	0.97
KN811546.1	1146108	0.67	0.78	0.78	1.00	0.70	0.65	0.85	0.91
KN811546.1	1147004	0.76	0.43	0.56	1.00	0.74	0.82	0.30	0.04
KN811546.1	1147012	0.63	0.24	0.61	0.52	0.74	0.66	0.70	1.00
KN811546.1	1439061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	1439068	0.00	0.00	0.00	0.00	0.00	0.00	0.05	0.00
KN811546.1	1439182	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	1439206	0.00	0.00	0.35	0.00	0.00	0.00	0.00	0.00
KN811546.1	1519585	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	1519587	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	1519602	0.00	0.00	0.00	0.00	0.00	0.02	0.12	0.00
KN811546.1	1519607	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	1519618	0.00	0.00	0.00	0.47	0.06	0.00	0.00	0.00
KN811546.1	1519632	0.00	0.00	0.00	0.53	0.01	0.00	0.00	1.00
KN811546.1	1611398	0.02	0.00	0.00	0.00	0.00	0.01	0.09	0.18
KN811546.1	1616389	0.44	0.05	0.27	0.00	0.04	0.04	0.11	0.00
KN811546.1	1641426	0.66	0.31	0.96	0.59	0.12	0.38	0.81	0.00
KN811546.1	1641438	0.90	0.60	1.00	1.00	0.08	0.54	0.86	0.60
KN811546.1	1641443	0.65	0.77	0.85	1.00	0.12	0.55	0.86	0.60
KN811546.1	1641455	0.72	0.77	0.88	1.00	0.12	0.92	0.86	0.67
KN811546.1	1698302	0.63	0.09	0.00	0.00	0.00	1.00	0.37	0.98
KN811546.1	1698308	0.54	0.25	0.13	0.00	0.44	0.57	0.51	0.00
KN811546.1	1698321	0.16	0.13	0.00	0.00	0.00	0.58	0.37	0.00
KN811546.1	1698335	0.00	0.13	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	1698342	0.00	0.13	0.31	0.00	0.00	0.57	0.00	0.00
KN811546.1	1891582	0.76	0.99	0.89	1.00	0.88	0.93	0.63	1.00
KN811546.1	1891587	0.92	0.89	0.70	0.99	0.89	0.45	0.89	0.72
KN811546.1	1891613	0.89	0.99	0.68	0.17	0.99	0.53	0.87	0.74
KN811546.1	1891618	0.77	0.99	0.84	1.00	0.98	0.38	0.64	1.00
KN811546.1	1891624	0.78	0.99	0.83	1.00	0.99	0.37	0.88	1.00
KN811546.1	1891650	0.94	0.82	0.95	0.40	0.86	0.86	0.97	1.00
KN811546.1	1891651	1.00	1.00	0.81	1.00	0.99	0.68	0.66	1.00
KN811546.1	2034120	0.55	0.40	0.97	1.00	0.96	0.85	0.56	0.98
KN811546.1	2034131	0.56	0.24	0.93	0.99	0.97	0.03	0.45	0.54
KN811546.1	2034134	0.56	0.31	0.56	0.99	0.66	0.24	0.75	0.05
KN811546.1	2034142	0.40	0.33	0.56	0.01	0.93	0.07	0.55	0.07
KN811546.1	2161859	0.00	0.00	0.00	0.00	0.18	0.00	0.01	0.00
KN811546.1	2161867	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811546.1	2161870	0.00	0.00	0.03	0.00	0.30	0.00	0.00	0.00
KN811546.1	2161874	0.00	0.31	0.00	0.00	0.13	0.00	0.00	0.00
KN811546.1	2161945	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2161960	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2368598	0.87	0.66	0.80	0.65	0.89	1.00	0.88	1.00
KN811546.1	2368615	0.81	0.71	0.78	0.65	0.88	1.00	0.80	0.29
KN811546.1	2438526	0.83	0.94	0.66	0.08	0.68	0.92	0.66	1.00
KN811546.1	2438623	0.22	0.16	0.54	0.00	0.46	0.36	0.97	0.45
KN811546.1	2477044	0.03	0.00	0.11	0.99	0.11	0.00	0.09	0.00
KN811546.1	2618757	0.00	0.00	0.00	0.00	0.00	0.00	0.06	0.01
KN811546.1	2618762	0.00	0.00	0.00	0.00	0.00	0.00	0.07	0.01
KN811546.1	2618765	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2618805	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2618807	0.00	0.00	0.18	0.00	0.00	0.00	0.00	0.00
KN811546.1	2618813	0.00	0.00	0.00	0.64	0.00	0.03	0.00	0.00
KN811546.1	2618815	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2618821	0.00	0.18	0.10	0.00	0.00	0.00	0.00	0.01
KN811546.1	2764557	0.02	0.00	0.00	0.00	0.00	0.35	0.00	0.01
KN811546.1	2790947	0.00	0.00	0.00	0.00	0.11	0.28	0.00	0.00
KN811546.1	2790957	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2790958	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00
KN811546.1	2791016	0.27	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2867358	0.00	0.12	0.00	0.00	0.00	0.25	0.18	0.00
KN811546.1	2886054	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811546.1	2886061	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2886062	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2886285	0.00	0.07	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2886308	0.00	0.17	0.00	0.00	0.00	0.00	0.00	0.01
KN811546.1	2886324	0.00	0.00	0.00	0.00	0.00	0.26	0.01	0.00
KN811546.1	2969624	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2969638	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2969661	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2969666	0.00	0.00	0.00	0.00	0.00	0.00	0.77	0.00
KN811546.1	2969821	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01
KN811546.1	2988732	0.00	0.00	0.00	0.00	0.00	0.24	0.00	0.00
KN811546.1	2988737	0.01	0.00	0.00	0.00	0.00	0.00	0.13	0.00
KN811546.1	2988755	0.21	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2988792	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2988797	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2988800	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2988809	0.00	0.00	0.01	0.00	0.00	0.01	0.02	0.00
KN811546.1	2988812	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN811546.1	2988822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2988830	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	2988835	0.00	0.00	0.00	0.00	0.00	0.00	0.17	0.00
KN811546.1	3129201	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.06
KN811546.1	3129328	0.00	0.01	0.00	0.00	0.00	0.29	0.00	0.00
KN811546.1	3129340	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
KN811546.1	3129349	0.01	0.08	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129353	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129355	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129371	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129381	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129400	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129407	0.00	0.08	0.08	0.00	0.00	0.00	0.00	0.00
KN811546.1	3129413	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3140432	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3140435	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3140437	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3140580	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3140585	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811546.1	3140603	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3140627	0.02	0.00	0.04	0.00	0.22	0.00	0.00	0.01
KN811546.1	3208725	0.01	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811546.1	3208728	0.00	0.00	0.00	0.00	0.00	0.01	0.01	0.00
KN811546.1	3208730	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3208755	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811546.1	3208844	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811546.1	3208872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3208907	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811546.1	3208915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811546.1	3208954	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3208972	0.00	0.00	0.00	0.00	0.00	0.00	0.13	0.00
KN811546.1	3244789	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811546.1	3244896	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.01
KN811546.1	3244901	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.02
KN811546.1	3244915	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811546.1	3244929	0.00	0.00	0.01	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367350	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.01
KN811546.1	3367363	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367375	0.26	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367561	0.00	0.00	0.00	0.00	0.00	0.00	0.10	0.00
KN811546.1	3367614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367615	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367620	0.00	0.12	0.00	0.00	0.04	0.00	0.00	0.00
KN811546.1	3367621	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.01
KN811546.1	3367659	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367664	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3367844	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811546.1	3367857	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811546.1	3381553	0.53	0.46	0.83	0.07	0.87	0.69	0.55	1.00
KN811546.1	3381585	0.50	0.88	0.72	0.96	0.70	0.93	0.48	0.99
KN811546.1	3381592	0.78	0.95	0.86	0.95	0.67	0.93	0.67	1.00
KN811546.1	3381598	0.83	0.89	0.85	1.00	0.68	0.92	0.58	0.13
KN811546.1	3417795	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3417896	0.00	0.00	0.00	0.00	0.60	0.00	0.00	0.00
KN811546.1	3417898	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3417903	0.00	0.00	0.00	0.01	0.00	0.00	0.00	0.00
KN811546.1	3417915	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811546.1	3421283	0.89	0.69	0.86	0.00	0.91	0.60	0.76	0.58
KN811546.1	3548239	0.74	0.98	0.89	0.85	0.90	0.89	0.87	0.71
KN811546.1	3548246	0.72	1.00	0.88	0.85	0.91	0.89	0.91	0.82
KN811546.1	3548288	0.81	1.00	0.95	0.89	0.97	0.85	0.97	0.95
KN811546.1	3548296	0.79	0.99	0.95	0.93	0.96	0.85	0.95	0.85
KN811546.1	3548304	0.67	0.63	0.51	0.59	0.69	0.56	0.74	0.64
KN811546.1	3661682	0.00	0.00	0.36	0.00	0.00	0.00	0.00	0.00
KN811546.1	3661684	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811546.1	3661714	0.00	0.00	0.00	0.00	0.00	0.21	0.00	0.00
KN811546.1	3661731	0.00	0.00	0.00	0.00	0.13	0.00	0.00	0.00
KN811546.1	3661754	0.00	0.00	0.00	0.00	0.00	0.00	0.19	0.00
KN811546.1	3661759	0.00	0.00	0.00	0.00	0.00	0.67	0.00	0.00
KN811546.1	3661768	0.00	0.12	0.00	0.00	0.22	0.00	0.00	0.00
KN811546.1	3695523	0.11	0.00	0.16	0.00	0.01	0.00	0.02	0.52
KN811546.1	3695549	0.11	0.00	0.04	0.00	0.01	0.00	0.02	0.53
KN811546.1	3695560	0.11	0.00	0.16	0.00	0.01	0.00	0.02	0.01
KN811546.1	3695654	0.14	0.05	0.39	0.00	0.12	0.02	0.06	0.02
KN811546.1	3695663	0.15	0.05	0.15	0.00	0.12	0.03	0.05	0.02
KN811546.1	3695669	0.15	0.05	0.40	0.01	0.13	0.05	0.05	0.02
KN811546.1	3760013	0.34	0.28	0.28	0.00	0.21	0.21	0.35	0.00
KN811546.1	3998888	0.29	0.32	0.38	1.00	0.20	0.26	0.29	0.18
KN811547.1	6486	0.00	0.53	0.01	0.00	0.00	0.00	0.00	0.00
KN811547.1	6491	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	6510	0.00	0.53	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50210	0.00	0.00	0.00	0.10	0.00	0.00	0.00	0.00
KN811547.1	50211	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50212	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50213	0.01	0.05	0.00	0.00	0.22	0.00	0.00	0.00
KN811547.1	50214	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50215	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811547.1	50224	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50226	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00
KN811547.1	50228	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50238	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	50241	0.00	0.00	0.00	0.00	0.22	0.00	0.00	0.00
KN811547.1	50252	0.00	0.18	0.16	0.00	0.00	0.00	0.12	0.00
KN811547.1	65729	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811547.1	65741	0.02	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	65749	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811547.1	65828	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	65835	0.00	0.00	0.01	0.00	0.00	0.13	0.13	0.00
KN811547.1	65851	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	65854	0.00	0.00	0.22	0.00	0.00	0.18	0.19	0.00
KN811547.1	65860	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	65865	0.27	0.00	0.00	0.00	0.00	0.00	0.05	0.00
KN811547.1	91802	0.26	0.30	0.01	0.12	0.03	0.05	0.56	0.07
KN811547.1	109659	0.00	0.00	0.00	0.00	0.21	0.00	0.00	0.00
KN811547.1	109677	0.10	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	109680	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	109685	0.00	0.38	0.00	0.00	0.00	0.01	0.19	0.00
KN811547.1	109687	0.00	0.00	0.00	0.01	0.21	0.17	0.00	0.00
KN811547.1	109707	0.00	0.00	0.00	0.00	0.00	0.00	0.15	0.00
KN811547.1	109714	0.00	0.00	0.33	0.00	0.66	0.00	0.19	0.00
KN811547.1	179849	0.16	0.12	0.00	0.00	0.01	0.00	0.00	1.00
KN811547.1	246716	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	246726	0.05	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	246870	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	246872	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811547.1	246892	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	246899	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	246909	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811547.1	411324	0.00	0.02	0.05	0.57	0.08	0.00	0.01	0.00
KN811547.1	414543	0.24	0.00	0.19	0.00	0.18	0.00	0.11	0.00
KN811547.1	414564	0.00	0.10	0.00	0.00	0.08	0.00	0.21	0.00
KN811547.1	414566	0.00	0.07	0.00	0.00	0.12	0.00	0.22	0.00
KN811547.1	414570	0.18	0.00	0.19	0.00	0.27	0.00	0.09	0.00
KN811547.1	414578	0.18	0.12	0.00	0.00	0.00	0.00	0.14	0.00
KN811547.1	494249	0.08	0.33	0.00	0.00	0.00	0.35	0.00	0.00
KN811547.1	509451	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811547.1	511582	0.00	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811547.1	511601	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	511615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	511629	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	511667	0.00	0.00	0.00	0.00	0.00	0.00	0.11	0.00
KN811547.1	584715	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	584720	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	584725	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	584730	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN811547.1	584738	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	584756	0.00	0.00	0.00	0.62	0.00	0.01	0.00	0.00
KN811547.1	584778	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811547.1	584791	0.00	0.00	0.23	0.00	0.00	0.00	0.00	0.00
KN811547.1	584793	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	584799	0.00	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811547.1	584801	0.00	0.00	0.00	0.01	0.14	0.00	0.00	0.01
KN811547.1	584805	0.00	0.00	0.00	0.00	0.24	0.00	0.00	0.00
KN811547.1	584807	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	593179	0.11	0.00	0.14	0.00	0.00	0.00	0.05	0.00
KN811547.1	593214	0.47	0.26	0.10	0.00	0.21	0.00	0.29	0.01
KN811547.1	593282	0.00	0.45	0.18	0.00	0.00	0.00	0.32	0.00
KN811547.1	593284	0.13	0.00	0.18	0.00	0.10	0.00	0.32	0.00
KN811547.1	593295	0.00	0.00	0.18	0.00	0.00	0.00	0.32	0.00
KN811547.1	593795	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	623769	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	623777	0.00	0.00	0.01	0.01	0.00	0.00	0.01	0.00
KN811547.1	672074	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672077	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672099	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672214	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672219	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672222	0.00	0.00	0.00	0.00	0.20	0.00	0.00	0.00
KN811547.1	672233	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672246	0.01	0.00	0.00	0.00	0.00	0.01	0.00	0.00
KN811547.1	672257	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	672261	0.00	0.01	0.01	0.01	0.00	0.00	0.00	0.01
KN811547.1	688711	0.07	0.00	0.00	0.00	0.01	0.00	0.00	0.00
KN811547.1	688719	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	732239	0.00	0.00	0.07	0.00	0.00	0.00	0.32	0.00
KN811547.1	732251	0.00	0.00	0.05	0.00	0.00	0.00	0.00	0.00
KN811547.1	732276	0.00	0.00	0.00	0.00	0.18	0.00	0.00	0.00
KN811547.1	732300	0.01	0.00	0.25	0.00	0.00	0.00	0.00	0.00
KN811547.1	763690	0.01	0.00	0.11	0.00	0.00	0.00	0.01	0.00
KN811547.1	763693	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763699	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763706	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763722	0.00	0.00	0.00	0.00	0.14	0.98	0.42	0.00
KN811547.1	763777	0.01	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763780	0.01	0.01	0.00	0.01	0.00	0.00	0.00	0.01
KN811547.1	763816	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763820	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811547.1	763822	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763825	0.00	0.00	0.00	0.53	0.00	0.00	0.00	0.00
KN811547.1	763828	0.00	0.00	0.00	0.00	0.00	0.00	0.01	0.00
KN811547.1	763831	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763835	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	763842	0.00	0.00	0.31	0.00	0.00	0.00	0.00	0.00
KN811547.1	805432	0.65	0.31	0.55	0.11	0.55	0.17	0.34	0.00
KN811547.1	805569	0.94	0.90	0.80	1.00	0.80	0.62	0.75	0.81
KN811547.1	805580	0.89	0.90	0.65	1.00	0.81	0.58	0.68	0.00
KN811547.1	1106232	0.01	0.00	0.00	0.00	0.16	0.00	0.00	0.00
KN811547.1	1106268	0.00	0.00	0.00	0.00	0.12	0.00	0.00	0.00
KN811547.1	1106306	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1106329	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1106337	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1156111	0.24	0.00	0.00	0.00	0.00	0.00	0.05	0.00
KN811547.1	1197756	0.64	1.00	0.30	1.00	0.67	0.00	0.00	1.00
KN811547.1	1197770	0.89	0.93	0.30	0.01	0.45	0.00	0.42	0.00
KN811547.1	1351952	0.71	1.00	1.00	0.98	1.00	0.60	0.82	1.00
KN811547.1	1351954	1.00	1.00	0.97	1.00	1.00	1.00	1.00	1.00
KN811547.1	1352123	0.47	0.75	0.72	0.94	0.59	0.78	0.67	1.00
KN811547.1	1352126	0.75	0.93	0.99	0.06	0.85	0.59	0.91	0.99
KN811547.1	1352134	0.81	0.92	0.98	1.00	0.70	0.80	0.88	0.99
KN811547.1	1352141	0.87	0.93	0.79	1.00	0.88	0.28	0.84	0.99
KN811547.1	1352417	0.94	0.82	0.87	0.81	0.79	0.41	0.83	0.00
KN811547.1	1352434	0.84	0.84	0.90	0.81	0.75	0.88	0.84	0.53
KN811547.1	1352456	0.92	0.81	0.85	1.00	0.73	0.93	0.87	0.00
KN811547.1	1474146	0.02	0.00	0.01	0.06	0.01	0.00	0.00	0.00
KN811547.1	1474575	0.00	0.12	0.19	0.00	0.00	0.00	0.00	0.00
KN811547.1	1474599	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1474619	0.00	0.00	0.00	0.04	0.07	0.16	0.00	0.00
KN811547.1	1508080	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1508104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1508106	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1543197	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.01
KN811547.1	1543220	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1543226	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1543274	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1543283	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1543288	0.00	0.00	0.00	0.00	0.00	0.00	0.02	0.00
KN811547.1	1543294	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1543297	0.00	0.00	0.07	0.00	0.00	0.00	0.00	0.00
KN811547.1	1621905	0.59	0.63	0.78	0.54	0.34	0.58	0.55	0.99
KN811547.1	1621929	0.87	0.70	0.83	0.78	0.89	0.92	0.72	0.99
KN811547.1	1629239	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1629284	0.01	0.00	0.00	0.00	0.33	0.00	0.00	0.01
KN811547.1	1629301	0.00	0.00	0.00	0.50	0.00	0.00	0.16	0.00
KN811547.1	1629304	0.00	0.00	0.14	0.00	0.00	0.00	0.00	0.00
KN811547.1	1629309	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	1629312	0.31	0.26	0.00	0.00	0.01	0.00	0.00	0.00
KN811547.1	1853682	0.24	0.94	0.46	0.00	0.00	0.00	1.00	0.86
KN811547.1	2056216	0.00	0.41	0.00	0.00	0.00	0.00	0.19	0.00
KN811547.1	2056394	0.00	0.00	0.00	0.00	0.00	0.00	0.16	0.00
KN811547.1	2056584	0.00	0.01	0.00	0.00	0.14	0.00	0.00	0.00
KN811547.1	2056614	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	2056690	0.00	0.01	0.00	0.00	0.01	0.00	0.24	0.00
KN811547.1	2274465	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	2274528	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	2274531	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.99
KN811547.1	2274536	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	2274544	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
KN811547.1	2274558	0.00	0.00	0.00	0.00	0.00	0.02	0.01	0.00
KN811547.1	2275455	0.00	0.00	0.00	0.00	0.00	0.01	0.10	0.00
KN811547.1	2275479	0.00	0.41	0.26	0.00	0.00	0.00	0.16	0.00
KN811547.1	2275505	1.00	0.73	0.68	1.00	0.60	0.22	0.94	0.98
KN811547.1	2275514	1.00	0.53	0.68	0.00	0.60	0.22	0.49	0.02
KN811547.1	2275522	0.00	0.34	0.15	0.00	0.32	0.00	0.00	0.00
