chr	pos	N_5-N1	N_5-N2	N_5-N3	S_5-S3	S_5-S4	S_5-S2	S_5-S1
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624949	1.00	0.90	0.92	1.00	1.00	0.95	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624955	1.00	0.69	0.92	1.00	0.70	0.98	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624957	1.00	0.76	1.00	0.90	0.95	0.98	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624960	0.88	0.83	1.00	1.00	0.90	0.95	1.00
KN811405.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811405.1:1:5058772:1 REF	4624979	1.00	0.93	1.00	0.37	1.00	1.00	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	464039	0.86	0.77	0.88	0.74	0.90	1.00	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	464060	0.81	0.75	0.88	0.81	0.87	0.69	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	464071	0.68	0.56	0.80	0.82	0.84	0.28	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	511650	0.95	0.51	0.92	1.00	1.00	0.94	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	578307	0.90	0.84	0.88	0.77	0.86	0.68	0.83
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	578343	0.61	0.70	0.71	0.60	0.55	0.45	0.91
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	578350	0.61	0.65	0.76	0.48	0.59	0.40	0.82
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	578354	0.65	0.71	0.50	0.60	0.59	0.57	0.59
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	993308	0.96	1.00	1.00	0.12	0.86	1.00	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	993338	0.99	0.95	0.97	1.00	0.84	0.54	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	993348	0.96	0.77	0.98	0.12	0.88	0.92	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	1814525	0.89	0.95	0.82	0.85	0.92	0.96	0.84
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	1947973	0.69	0.78	0.60	0.38	0.88	0.52	0.52
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	1947989	0.74	0.91	0.96	0.46	0.93	0.45	0.48
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	1948018	0.69	0.81	0.98	0.50	0.66	0.57	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	2288054	0.81	0.60	0.26	0.58	0.83	0.67	0.61
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	2288086	0.71	0.58	0.58	0.92	0.82	0.83	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	2288088	0.81	0.95	0.76	0.95	0.89	0.67	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	2288093	0.95	0.96	0.90	0.95	0.71	0.79	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	2288099	0.95	0.97	0.91	0.92	0.96	0.83	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	2743385	0.76	0.83	0.90	0.86	0.96	0.82	0.85
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	3345128	0.36	0.58	0.17	0.46	0.85	0.67	0.28
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	3830311	0.90	0.84	0.80	0.75	0.80	0.62	0.52
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	3830324	1.00	0.88	0.88	0.64	0.71	0.68	0.52
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	4042438	0.60	0.61	0.69	0.60	0.10	0.16	0.11
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	4201797	1.00	0.31	0.39	0.63	0.94	1.00	1.00
KN811406.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811406.1:1:4652060:1 REF	4534803	1.00	0.31	1.00	1.00	0.75	0.29	1.00
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	310730	0.92	0.61	0.95	0.72	0.69	0.29	0.67
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	311130	0.61	0.70	0.95	0.93	0.52	0.47	0.86
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	311162	0.83	0.85	0.84	1.00	0.99	0.88	0.99
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	311164	1.00	0.96	0.95	0.93	0.99	1.00	1.00
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	311169	0.89	0.98	0.84	1.00	1.00	1.00	0.72
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	311175	0.89	1.00	0.85	0.97	1.00	1.00	1.00
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	629983	0.69	0.72	0.88	0.42	0.88	0.52	0.48
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	629999	0.76	0.90	1.00	0.50	0.93	0.45	0.43
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	630028	0.71	0.81	0.97	0.46	0.66	0.57	1.00
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1391885	0.60	0.84	1.00	0.70	0.96	0.97	0.90
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1391889	0.90	1.00	0.55	0.96	0.98	1.00	1.00
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1391891	1.00	0.98	1.00	0.96	0.34	1.00	1.00
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1391923	0.90	0.95	1.00	1.00	0.75	1.00	0.82
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1392048	0.88	0.89	0.91	0.98	0.59	1.00	0.91
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1392054	0.74	0.90	0.36	0.84	0.70	1.00	0.75
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1392075	0.50	0.86	0.89	0.82	0.81	0.81	0.79
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1392127	0.93	0.92	0.90	0.99	0.83	0.94	0.93
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1392130	0.97	0.85	0.96	0.77	0.83	0.36	0.93
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1392143	0.89	0.96	0.90	1.00	0.94	0.98	0.93
KN811407.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811407.1:1:1684531:1 REF	1425292	0.67	0.75	0.94	0.60	0.48	0.78	1.00
KN811408.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811408.1:1:1655053:1 REF	410573	0.39	0.46	0.34	0.79	0.97	0.50	0.49
KN811409.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811409.1:1:1773268:1 REF	810666	0.50	0.42	0.66	0.28	0.39	0.12	0.16
KN811409.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811409.1:1:1773268:1 REF	810708	0.59	0.50	0.46	0.52	0.61	0.21	0.94
KN811409.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811409.1:1:1773268:1 REF	1206876	0.44	0.79	0.54	0.53	0.36	0.33	0.69
KN811409.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811409.1:1:1773268:1 REF	1591922	0.81	0.75	0.58	0.46	0.76	0.47	0.65
KN811410.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811410.1:1:1651770:1 REF	792621	0.91	0.78	0.97	0.83	0.94	0.69	0.98
KN811411.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811411.1:1:1597461:1 REF	1162743	0.69	0.93	0.81	0.75	0.88	0.90	0.95
KN811411.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811411.1:1:1597461:1 REF	1252029	0.93	0.90	0.90	1.00	0.79	0.90	0.89
KN811411.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811411.1:1:1597461:1 REF	1252031	0.87	0.32	1.00	0.93	0.79	0.90	0.39
KN811411.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811411.1:1:1597461:1 REF	1252036	0.93	0.96	0.90	1.00	0.72	0.90	1.00
KN811411.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811411.1:1:1597461:1 REF	1252040	0.53	0.79	0.33	0.47	0.50	0.50	0.72
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	45665	0.75	0.97	0.40	0.54	0.78	0.76	1.00
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	92724	0.52	0.66	0.16	0.40	0.86	0.60	0.45
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	774915	0.52	0.66	0.16	0.40	0.86	0.60	0.45
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	898499	0.97	1.00	0.69	0.91	0.98	0.76	1.00
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	1036505	0.89	0.82	0.98	1.00	0.97	1.00	1.00
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	1288625	0.81	0.71	1.00	1.00	0.94	0.11	0.18
KN811412.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811412.1:1:1829742:1 REF	1792975	0.22	0.17	0.39	0.10	1.00	1.00	0.95
KN811413.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811413.1:1:1609524:1 REF	1333304	0.73	0.78	0.67	0.43	0.88	0.52	0.52
KN811413.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811413.1:1:1609524:1 REF	1333320	0.81	0.92	1.00	0.51	0.93	0.45	0.48
KN811413.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811413.1:1:1609524:1 REF	1333349	0.76	0.85	0.98	0.47	0.66	0.57	1.00
KN811413.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811413.1:1:1609524:1 REF	1534146	0.94	0.67	0.91	0.26	0.97	0.80	0.60
KN811414.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811414.1:1:1601667:1 REF	14979	0.28	0.89	0.96	0.93	0.39	0.72	1.00
KN811414.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811414.1:1:1601667:1 REF	15025	0.81	0.32	0.98	0.43	0.25	0.76	0.11
KN811414.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811414.1:1:1601667:1 REF	402404	0.59	0.66	0.88	0.59	0.92	0.52	0.96
KN811414.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811414.1:1:1601667:1 REF	1136322	0.92	0.89	0.69	0.86	0.85	0.91	0.76
KN811414.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811414.1:1:1601667:1 REF	1136325	0.97	0.96	0.68	0.84	0.88	0.88	0.83
KN811414.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811414.1:1:1601667:1 REF	1136338	0.88	0.95	0.66	0.76	0.71	0.62	0.74
KN811415.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811415.1:1:1644178:1 REF	767123	0.95	0.88	0.65	1.00	1.00	1.00	0.14
KN811415.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811415.1:1:1644178:1 REF	767264	0.85	0.75	0.41	0.70	0.69	0.55	0.82
KN811415.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811415.1:1:1644178:1 REF	1150915	1.00	1.00	0.89	1.00	0.80	0.94	1.00
KN811415.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811415.1:1:1644178:1 REF	1150927	1.00	1.00	0.87	1.00	1.00	0.60	1.00
KN811415.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811415.1:1:1644178:1 REF	1151382	1.00	1.00	0.83	1.00	1.00	0.47	1.00
KN811415.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811415.1:1:1644178:1 REF	1151394	0.45	0.73	0.52	0.86	0.51	0.62	0.45
KN811416.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811416.1:1:1691546:1 REF	1181586	0.54	0.96	0.92	1.00	0.97	0.95	0.90
KN811417.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811417.1:1:1776943:1 REF	1091615	0.67	0.75	0.94	0.60	0.66	0.78	1.00
KN811417.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811417.1:1:1776943:1 REF	1536663	0.68	0.75	0.94	0.58	0.65	0.78	1.00
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	94402	1.00	0.62	0.64	0.86	0.90	0.88	1.00
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	94432	0.85	0.96	0.75	0.24	0.80	0.94	1.00
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	137006	1.00	0.92	0.88	0.97	0.95	0.40	0.93
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	137026	0.90	0.42	0.87	0.97	0.89	0.98	0.81
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352625	0.96	0.91	0.94	0.99	0.83	0.92	0.89
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352631	0.82	0.96	0.97	0.99	0.89	1.00	1.00
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352636	0.96	0.88	0.94	0.97	0.89	0.93	1.00
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352638	0.86	0.97	0.96	0.93	0.76	1.00	0.64
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352670	0.92	0.88	0.82	0.72	0.79	0.89	0.64
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352787	0.84	0.70	0.67	0.87	0.56	0.89	0.88
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	352795	0.93	0.71	0.87	0.83	0.74	0.80	0.94
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	1238208	1.00	1.00	0.89	1.00	0.80	0.94	1.00
KN811418.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811418.1:1:1629657:1 REF	1238220	1.00	1.00	0.87	1.00	1.00	0.60	1.00
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	202852	0.95	0.68	0.77	0.96	0.82	0.52	1.00
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1163448	0.94	1.00	1.00	0.55	0.80	0.89	1.00
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1163453	0.94	0.85	1.00	0.55	0.97	0.86	1.00
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1163820	0.81	0.92	1.00	0.55	0.95	0.83	1.00
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1163825	0.81	1.00	1.00	0.55	0.68	0.86	1.00
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1388860	0.95	0.94	0.58	0.71	0.95	0.70	0.91
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1388862	0.92	1.00	0.75	0.93	0.98	1.00	0.91
KN811420.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811420.1:1:1681759:1 REF	1388871	0.90	0.88	0.67	0.87	0.95	1.00	1.00
KN811421.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811421.1:1:1612386:1 REF	3606	0.98	1.00	0.88	0.84	0.94	0.95	1.00
KN811421.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811421.1:1:1612386:1 REF	839291	0.69	0.72	0.57	0.38	0.90	0.52	0.52
KN811421.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811421.1:1:1612386:1 REF	839307	0.74	0.90	1.00	0.46	0.95	0.45	0.48
KN811421.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811421.1:1:1612386:1 REF	839336	0.69	0.81	0.98	0.50	0.74	0.57	1.00
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	741051	0.78	1.00	0.90	0.87	0.90	0.73	0.80
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	741060	0.88	0.67	0.76	0.79	0.80	0.79	0.80
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	741087	0.29	0.15	0.28	0.23	0.15	0.24	0.21
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	783897	0.97	0.93	1.00	0.97	0.84	0.80	0.92
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	783933	0.61	0.80	0.68	0.93	0.90	0.64	0.92
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	783940	0.55	0.60	0.90	0.88	0.88	0.18	0.69
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	783944	0.96	0.85	0.97	0.93	0.81	0.73	0.92
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	1137459	0.67	0.85	0.96	0.61	0.79	0.84	1.00
KN811422.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811422.1:1:1644381:1 REF	1137487	0.78	0.62	0.78	0.29	0.53	0.64	1.00
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	1436678	0.63	0.11	0.35	0.66	0.69	0.19	0.55
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	1436691	0.79	0.32	0.45	1.00	0.85	0.47	0.55
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	1436693	0.33	0.19	0.47	0.79	0.76	0.43	0.67
KN811423.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811423.1:1:1524554:1 REF	1436707	0.68	0.49	0.53	1.00	0.90	0.52	0.67
KN811424.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811424.1:1:1520778:1 REF	964270	1.00	1.00	0.12	1.00	1.00	1.00	1.00
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	360069	0.87	0.92	1.00	0.55	0.95	0.83	1.00
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	360074	0.87	1.00	1.00	0.55	0.68	0.86	1.00
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	969177	0.86	0.97	0.94	1.00	0.93	0.89	0.97
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	969184	0.78	0.97	0.91	0.94	0.93	0.77	0.94
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	969196	0.89	1.00	0.88	0.88	0.97	0.85	0.94
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	969205	0.73	0.79	0.94	0.73	0.97	0.67	0.68
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	1141045	0.76	0.69	0.92	0.74	0.79	0.40	0.42
KN811425.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811425.1:1:1571863:1 REF	1221900	0.87	0.63	0.96	0.78	0.94	0.98	1.00
KN811426.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811426.1:1:1563649:1 REF	636706	0.53	0.50	1.00	0.48	0.61	0.78	0.73
KN811426.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811426.1:1:1563649:1 REF	1160561	0.77	0.89	0.60	0.80	0.78	0.78	0.74
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	295985	0.96	0.61	0.88	1.00	0.96	0.94	1.00
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1112878	1.00	0.88	0.41	0.94	0.92	0.64	1.00
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1186697	0.93	0.89	0.92	0.92	0.88	0.88	0.60
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1186723	0.91	0.88	0.88	0.52	0.74	0.96	0.70
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1186728	0.91	0.95	1.00	0.95	1.00	0.98	1.00
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1339191	1.00	0.98	1.00	1.00	0.99	0.48	1.00
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1339237	0.99	1.00	1.00	1.00	0.98	0.98	1.00
KN811427.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811427.1:1:1559318:1 REF	1339242	1.00	1.00	0.99	1.00	1.00	1.00	1.00
KN811429.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811429.1:1:1711438:1 REF	548332	0.52	0.99	0.99	1.00	0.45	0.95	1.00
KN811429.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811429.1:1:1711438:1 REF	627921	0.70	0.72	0.61	0.45	0.88	0.48	0.48
KN811429.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811429.1:1:1711438:1 REF	627937	0.77	0.90	1.00	0.53	0.93	0.48	0.43
KN811429.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811429.1:1:1711438:1 REF	627966	0.72	0.81	0.98	0.43	0.67	0.59	1.00
KN811429.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811429.1:1:1711438:1 REF	1606847	0.50	0.38	0.42	0.36	0.72	0.17	0.37
KN811430.1 dna:primary_assembly primary_assembly:Fundulus_heteroclitus-3.0.2:KN811430.1:1:1503563:1 REF	1282421	0.95	0.77	0.90	0.84	0.91	0.83	0.65
